,gen,nevals,bestError,env
0,1,1,40.159597678715215,0
1,2,51,36.4207913034806,0
2,3,101,32.99616781542932,0
3,4,151,26.879808902664035,0
4,5,201,26.560631137690407,0
5,6,251,26.560631137690407,0
6,7,301,19.66657798505292,0
7,8,351,19.66657798505292,0
8,9,401,12.8597710306184,0
9,10,451,12.8597710306184,0
10,11,501,12.8597710306184,0
11,12,551,12.8597710306184,0
12,13,601,12.8597710306184,0
13,14,651,12.8597710306184,0
14,15,701,4.308078661446224,0
15,16,751,4.308078661446224,0
16,17,801,4.308078661446224,0
17,18,851,4.232862271912524,0
18,19,901,3.256205836036841,0
19,20,951,3.256205836036841,0
20,21,1001,0.7428741237767724,0
21,22,1051,0.7428741237767724,0
22,23,1101,0.7428741237767724,0
23,24,1151,0.7428741237767724,0
24,25,1201,0.7428741237767724,0
25,26,1251,0.3120313184237844,0
26,27,1301,0.3120313184237844,0
27,28,1351,0.3120313184237844,0
28,29,1401,0.3120313184237844,0
29,30,1451,0.3120313184237844,0
30,31,1501,0.3120313184237844,0
31,32,1551,0.3120313184237844,0
32,33,1601,43.4283668952465,1
33,34,1651,43.08125032458461,1
34,35,1701,42.70413255167136,1
35,36,1751,39.99377329746663,1
36,37,1801,14.426076279365528,1
37,38,1851,6.275749109131738,1
38,39,1901,6.275749109131738,1
39,40,1951,5.883028028435199,1
40,41,2001,5.883028028435199,1
41,42,2051,5.883028028435199,1
42,43,2101,5.241444617368543,1
43,44,2151,5.241444617368543,1
44,45,2201,3.8749016910352623,1
45,46,2251,3.8749016910352623,1
46,47,2301,3.8749016910352623,1
47,48,2351,3.8749016910352623,1
48,49,2401,3.8749016910352623,1
49,50,2451,2.4478094144900027,1
50,51,2501,2.4478094144900027,1
51,52,2551,2.4478094144900027,1
52,53,2601,2.2362844069190544,1
53,54,2651,1.5180856712360722,1
54,55,2701,1.5180856712360722,1
55,56,2751,1.5180856712360722,1
56,57,2801,1.5180856712360722,1
57,58,2851,1.5180856712360722,1
58,59,2901,1.168735028989282,1
59,60,2951,1.168735028989282,1
60,61,3001,1.168735028989282,1
61,62,3051,1.168735028989282,1
62,63,3101,1.168735028989282,1
63,64,3151,1.168735028989282,1
64,65,3201,1.168735028989282,1
65,66,3251,42.56017380140681,2
66,67,3301,42.16029593360233,2
67,68,3351,41.709435839142586,2
68,69,3401,40.31720608962727,2
69,70,3451,35.867860751902924,2
70,71,3501,28.287169209029365,2
71,72,3551,9.115464634867948,2
72,73,3601,9.115464634867948,2
73,74,3651,5.646145373969098,2
74,75,3701,1.2728982428339322,2
75,76,3751,0.640356487997984,2
76,77,3801,0.640356487997984,2
77,78,3851,0.640356487997984,2
78,79,3901,0.640356487997984,2
79,80,3951,0.640356487997984,2
80,81,4001,0.640356487997984,2
81,82,4051,0.640356487997984,2
82,83,4101,0.640356487997984,2
83,84,4151,0.640356487997984,2
84,85,4201,0.640356487997984,2
85,86,4251,0.640356487997984,2
86,87,4301,0.5531720216308855,2
87,88,4351,0.300597027030598,2
88,89,4401,0.300597027030598,2
89,90,4451,0.300597027030598,2
90,91,4501,0.300597027030598,2
91,92,4551,0.300597027030598,2
92,93,4601,0.300597027030598,2
93,94,4651,0.300597027030598,2
94,95,4701,0.300597027030598,2
95,96,4751,0.300597027030598,2
96,97,4801,0.300597027030598,2
97,98,4851,0.300597027030598,2
98,99,4901,0.300597027030598,2
99,100,4951,0.300597027030598,2
