,gen,nevals,swarm,sbestError,env
0,1,150,3,47.17683469072267,0
1,2,400,3,47.17683469072267,0
2,3,650,3,47.17683469072267,0
3,4,900,3,47.17683469072267,0
4,5,1150,3,47.17683469072267,0
5,6,1400,3,46.37493987068225,0
6,7,1650,3,45.75419654590985,0
7,8,1900,3,44.20125539790456,0
8,9,2150,3,41.21568707110198,0
9,10,2400,3,35.82827211845631,0
10,11,2650,3,35.82827211845631,0
11,12,2900,3,35.82827211845631,0
12,13,3150,3,34.54344794885135,0
13,14,3400,3,34.54344794885135,0
14,15,3650,3,32.77824948897433,0
15,16,3900,3,32.77824948897433,0
16,17,4150,3,32.77824948897433,0
17,18,4400,3,32.77824948897433,0
18,19,4650,3,32.77824948897433,0
19,20,4900,3,32.77824948897433,0
20,21,5150,3,30.6868413850756,0
21,22,5400,3,30.6868413850756,0
22,23,5650,3,30.6868413850756,0
23,24,5900,3,30.6868413850756,0
24,25,6150,3,30.6868413850756,0
25,26,6400,3,30.6868413850756,0
26,27,6650,3,30.6868413850756,0
27,28,6900,3,30.6868413850756,0
28,29,7150,3,30.6868413850756,0
29,30,7400,3,30.6868413850756,0
30,31,7650,3,30.6868413850756,0
31,32,7900,3,30.6868413850756,0
32,33,8150,3,30.6868413850756,0
33,34,8400,3,30.6868413850756,0
34,35,8650,3,30.6868413850756,0
35,36,8900,3,30.6868413850756,0
36,37,9150,3,30.6868413850756,0
37,38,9400,3,30.6868413850756,0
38,39,9650,3,30.6868413850756,0
39,40,9900,3,30.6868413850756,0
40,41,10150,3,30.6868413850756,0
41,42,10400,3,30.6868413850756,0
42,43,10650,3,30.6868413850756,0
43,44,10900,3,30.6868413850756,0
44,45,11150,3,30.6868413850756,0
45,46,11400,3,30.6868413850756,0
46,47,11650,3,30.6868413850756,0
47,48,11900,3,30.6868413850756,0
48,49,12150,3,30.6868413850756,0
49,50,12400,3,30.6868413850756,0
