,gen,nevals,swarm,sbestError,env
0,1,200,4,48.68169212465662,0
1,2,450,4,48.68169212465662,0
2,3,700,4,48.68169212465662,0
3,4,950,4,48.68169212465662,0
4,5,1200,4,22.979483068340507,0
5,6,1450,4,22.979483068340507,0
6,7,1700,4,22.979483068340507,0
7,8,1950,4,22.979483068340507,0
8,9,2200,4,22.979483068340507,0
9,10,2450,4,22.979483068340507,0
10,11,2700,4,21.73115202230636,0
11,12,2950,4,5.113230012708101,0
12,13,3200,4,5.113230012708101,0
13,14,3450,4,1.3280915240014508,0
14,15,3700,4,1.3280915240014508,0
15,16,3950,4,1.3280915240014508,0
16,17,4200,4,1.3280915240014508,0
17,18,4450,4,1.3280915240014508,0
18,19,4700,4,1.3280915240014508,0
19,20,4950,4,1.3280915240014508,0
20,21,5200,4,1.3280915240014508,0
21,22,5450,4,1.3280915240014508,0
22,23,5700,4,1.3280915240014508,0
23,24,5950,4,1.3280915240014508,0
24,25,6200,4,1.3280915240014508,0
25,26,6450,4,0.6472333282863758,0
26,27,6700,4,0.6472333282863758,0
27,28,6950,4,0.6472333282863758,0
28,29,7200,4,0.6472333282863758,0
29,30,7450,4,0.6472333282863758,0
30,31,7700,4,0.6472333282863758,0
31,32,7950,4,0.6472333282863758,0
32,33,8200,4,0.6472333282863758,0
33,34,8450,4,0.6472333282863758,0
34,35,8700,4,0.6472333282863758,0
35,36,8950,4,0.6472333282863758,0
36,37,9200,4,0.6472333282863758,0
37,38,9450,4,0.6472333282863758,0
38,39,9700,4,0.6472333282863758,0
39,40,9950,4,0.6472333282863758,0
40,41,10200,4,0.6472333282863758,0
41,42,10450,4,0.6472333282863758,0
42,43,10700,4,0.6472333282863758,0
43,44,10950,4,0.6472333282863758,0
44,45,11200,4,0.6472333282863758,0
45,46,11450,4,0.6472333282863758,0
46,47,11700,4,0.6472333282863758,0
47,48,11950,4,0.6472333282863758,0
48,49,12200,4,0.6472333282863758,0
49,50,12450,4,0.6472333282863758,0
