,gen,nevals,swarm,sbestError,env
0,1,100,2,53.54504504899857,0
1,2,350,2,41.02191229239078,0
2,3,600,2,41.02191229239078,0
3,4,850,2,41.02191229239078,0
4,5,1100,2,41.02191229239078,0
5,6,1350,2,41.02191229239078,0
6,7,1600,2,41.02191229239078,0
7,8,1850,2,40.20266329799162,0
8,9,2100,2,40.20266329799162,0
9,10,2350,2,38.94580659036148,0
10,11,2600,2,27.6153336302036,0
11,12,2850,2,27.6153336302036,0
12,13,3100,2,27.6153336302036,0
13,14,3350,2,27.6153336302036,0
14,15,3600,2,27.6153336302036,0
15,16,3850,2,27.6153336302036,0
16,17,4100,2,27.40547963543206,0
17,18,4350,2,23.28934198570201,0
18,19,4600,2,23.28934198570201,0
19,20,4850,2,23.28934198570201,0
20,21,5100,2,23.28934198570201,0
21,22,5350,2,23.28934198570201,0
22,23,5600,2,23.28934198570201,0
23,24,5850,2,23.28934198570201,0
24,25,6100,2,23.28934198570201,0
25,26,6350,2,23.28934198570201,0
26,27,6600,2,23.28934198570201,0
27,28,6850,2,23.28934198570201,0
28,29,7100,2,23.28934198570201,0
29,30,7350,2,23.28934198570201,0
30,31,7600,2,23.28934198570201,0
31,32,7850,2,22.601080111209853,0
32,33,8100,2,22.601080111209853,0
33,34,8350,2,22.601080111209853,0
34,35,8600,2,22.03532701085679,0
35,36,8850,2,22.03532701085679,0
36,37,9100,2,22.03532701085679,0
37,38,9350,2,22.03532701085679,0
38,39,9600,2,22.03532701085679,0
39,40,9850,2,22.03532701085679,0
40,41,10100,2,22.03532701085679,0
41,42,10350,2,22.03532701085679,0
42,43,10600,2,22.03532701085679,0
43,44,10850,2,22.03532701085679,0
44,45,11100,2,22.03532701085679,0
45,46,11350,2,22.03532701085679,0
46,47,11600,2,22.03532701085679,0
47,48,11850,2,22.03532701085679,0
48,49,12100,2,22.03532701085679,0
49,50,12350,2,22.03532701085679,0
