,gen,nevals,bestError,env
0,1,1,31.481086363612015,0
1,2,51,31.47858892743161,0
2,3,101,31.476402701400566,0
3,4,151,31.472936821773125,0
4,5,201,31.468469303093997,0
5,6,251,31.46283563427497,0
6,7,301,31.456308624214167,0
7,8,351,31.448466868326747,0
8,9,401,31.44003454985453,0
9,10,451,31.42360870883065,0
10,11,501,31.39112575147359,0
11,12,551,31.346807280081613,0
12,13,601,31.258735723965227,0
13,14,651,31.114295881071055,0
14,15,701,30.95345170279088,0
15,16,751,30.784760709326203,0
16,17,801,29.99722473693112,0
17,18,851,26.75247748816625,0
18,19,901,18.85081574567172,0
19,20,951,18.85081574567172,0
20,21,1001,16.246637178240917,0
21,22,1051,16.21208467412871,0
22,23,1101,14.66723780170326,0
23,24,1151,14.66723780170326,0
24,25,1201,14.66723780170326,0
25,26,1251,6.799561774149847,0
26,27,1301,6.799561774149847,0
27,28,1351,6.799561774149847,0
28,29,1401,6.799561774149847,0
29,30,1451,6.799561774149847,0
30,31,1501,6.799561774149847,0
31,32,1551,6.799561774149847,0
32,33,1601,6.799561774149847,0
33,34,1651,6.799561774149847,0
34,35,1701,6.799561774149847,0
35,36,1751,6.799561774149847,0
36,37,1801,6.799561774149847,0
37,38,1851,6.799561774149847,0
38,39,1901,6.799561774149847,0
39,40,1951,6.799561774149847,0
40,41,2001,6.799561774149847,0
41,42,2051,6.799561774149847,0
42,43,2101,6.799561774149847,0
43,44,2151,6.799561774149847,0
44,45,2201,6.799561774149847,0
45,46,2251,6.799561774149847,0
46,47,2301,6.799561774149847,0
47,48,2351,6.799561774149847,0
48,49,2401,6.799561774149847,0
49,50,2451,25.424352588595035,1
50,51,2501,25.424352588595035,1
51,52,2551,18.974998832152323,1
52,53,2601,18.974998832152323,1
53,54,2651,18.974998832152323,1
54,55,2701,18.974998832152323,1
55,56,2751,18.974998832152323,1
56,57,2801,17.0676571481286,1
57,58,2851,17.0676571481286,1
58,59,2901,17.0676571481286,1
59,60,2951,17.0676571481286,1
60,61,3001,17.0676571481286,1
61,62,3051,17.0676571481286,1
62,63,3101,17.0676571481286,1
