,gen,nevals,bestError,env
0,1,1,68.54877723708627,0
1,2,51,62.787356818722365,0
2,3,101,45.21420161102056,0
3,4,151,45.21420161102056,0
4,5,201,36.34482772787737,0
5,6,251,28.058267380853643,0
6,7,301,11.05903895370809,0
7,8,351,11.05903895370809,0
8,9,401,11.05903895370809,0
9,10,451,11.05903895370809,0
10,11,501,6.836025843797032,0
11,12,551,6.836025843797032,0
12,13,601,6.836025843797032,0
13,14,651,6.836025843797032,0
14,15,701,6.836025843797032,0
15,16,751,6.836025843797032,0
16,17,801,6.836025843797032,0
17,18,851,6.836025843797032,0
18,19,901,6.836025843797032,0
19,20,951,6.836025843797032,0
20,21,1001,6.586340136153794,0
21,22,1051,6.586340136153794,0
22,23,1101,6.586340136153794,0
23,24,1151,4.806471962733099,0
24,25,1201,4.806471962733099,0
25,26,1251,4.806471962733099,0
26,27,1301,4.806471962733099,0
27,28,1351,4.806471962733099,0
28,29,1401,4.806471962733099,0
29,30,1451,4.806471962733099,0
30,31,1501,4.806471962733099,0
31,32,1551,4.806471962733099,0
32,33,1601,4.806471962733099,0
33,34,1651,4.806471962733099,0
34,35,1701,4.806471962733099,0
35,36,1751,4.806471962733099,0
36,37,1801,4.806471962733099,0
37,38,1851,4.806471962733099,0
38,39,1901,4.806471962733099,0
39,40,1951,4.806471962733099,0
40,41,2001,4.806471962733099,0
41,42,2051,4.806471962733099,0
42,43,2101,4.806471962733099,0
43,44,2151,4.806471962733099,0
44,45,2201,4.806471962733099,0
45,46,2251,4.806471962733099,0
46,47,2301,4.806471962733099,0
47,48,2351,4.806471962733099,0
48,49,2401,4.806471962733099,0
49,50,2451,4.806471962733099,0
50,51,2501,4.806471962733099,0
51,52,2551,4.806471962733099,0
52,53,2601,4.040762112185817,0
53,54,2651,4.040762112185817,0
54,55,2701,4.040762112185817,0
55,56,2751,4.040762112185817,0
56,57,2801,4.040762112185817,0
57,58,2851,4.040762112185817,0
58,59,2901,4.040762112185817,0
59,60,2951,4.040762112185817,0
60,61,3001,4.040762112185817,0
61,62,3051,4.040762112185817,0
62,63,3101,4.040762112185817,0
63,64,3151,4.040762112185817,0
64,65,3201,4.040762112185817,0
65,66,3251,4.040762112185817,0
66,67,3301,4.040762112185817,0
67,68,3351,4.040762112185817,0
68,69,3401,4.040762112185817,0
69,70,3451,3.974221344887425,0
70,71,3501,3.974221344887425,0
71,72,3551,3.974221344887425,0
72,73,3601,3.974221344887425,0
73,74,3651,3.162475047893949,0
74,75,3701,3.162475047893949,0
75,76,3751,3.162475047893949,0
76,77,3801,3.162475047893949,0
77,78,3851,3.162475047893949,0
78,79,3901,3.162475047893949,0
79,80,3951,3.162475047893949,0
80,81,4001,3.162475047893949,0
81,82,4051,3.162475047893949,0
82,83,4101,3.162475047893949,0
83,84,4151,3.162475047893949,0
84,85,4201,3.162475047893949,0
85,86,4251,3.162475047893949,0
86,87,4301,3.162475047893949,0
87,88,4351,3.162475047893949,0
88,89,4401,3.162475047893949,0
89,90,4451,3.162475047893949,0
90,91,4501,3.162475047893949,0
91,92,4551,3.162475047893949,0
92,93,4601,3.162475047893949,0
93,94,4651,3.162475047893949,0
94,95,4701,3.162475047893949,0
95,96,4751,3.162475047893949,0
96,97,4801,3.162475047893949,0
97,98,4851,3.162475047893949,0
98,99,4901,3.162475047893949,0
99,100,4951,3.162475047893949,0
