,gen,nevals,bestError,env
0,1,1,66.55733470662621,0
1,2,51,66.54283572446892,0
2,3,101,66.5348264566794,0
3,4,151,66.51861201877807,0
4,5,201,66.4984485856567,0
5,6,251,66.46875853741567,0
6,7,301,66.41818338269105,0
7,8,351,66.34314079977145,0
8,9,401,66.23176490399258,0
9,10,451,66.05935951798476,0
10,11,501,65.85841218565285,0
11,12,551,65.4063810683936,0
12,13,601,63.86901661247596,0
13,14,651,59.06051232013586,0
14,15,701,54.07219330410335,0
15,16,751,42.57162313522741,0
16,17,801,42.57162313522741,0
17,18,851,42.57162313522741,0
18,19,901,34.15790511321354,0
19,20,951,24.16601617958606,0
20,21,1001,23.14906763879992,0
21,22,1051,23.14906763879992,0
22,23,1101,23.14906763879992,0
23,24,1151,8.72159800604269,0
24,25,1201,8.72159800604269,0
25,26,1251,8.72159800604269,0
26,27,1301,8.72159800604269,0
27,28,1351,8.72159800604269,0
28,29,1401,8.72159800604269,0
29,30,1451,8.72159800604269,0
30,31,1501,8.72159800604269,0
31,32,1551,8.72159800604269,0
32,33,1601,8.72159800604269,0
33,34,1651,8.72159800604269,0
34,35,1701,8.72159800604269,0
35,36,1751,8.72159800604269,0
36,37,1801,8.72159800604269,0
37,38,1851,8.72159800604269,0
38,39,1901,8.72159800604269,0
39,40,1951,8.72159800604269,0
40,41,2001,8.72159800604269,0
41,42,2051,8.72159800604269,0
42,43,2101,8.72159800604269,0
43,44,2151,8.72159800604269,0
44,45,2201,8.72159800604269,0
45,46,2251,8.72159800604269,0
46,47,2301,8.72159800604269,0
47,48,2351,8.72159800604269,0
48,49,2401,8.72159800604269,0
49,50,2451,37.97636202988808,1
50,51,2501,37.97636202988808,1
51,52,2551,37.97636202988808,1
52,53,2601,35.23160829296615,1
53,54,2651,35.23160829296615,1
54,55,2701,35.23160829296615,1
55,56,2751,35.23160829296615,1
56,57,2801,33.443403792861524,1
57,58,2851,33.443403792861524,1
58,59,2901,29.546161727223584,1
59,60,2951,29.546161727223584,1
60,61,3001,17.009895990818244,1
61,62,3051,17.009895990818244,1
62,63,3101,17.009895990818244,1
63,64,3151,17.009895990818244,1
64,65,3201,17.009895990818244,1
65,66,3251,17.009895990818244,1
66,67,3301,14.85338908505927,1
67,68,3351,14.85338908505927,1
68,69,3401,14.85338908505927,1
69,70,3451,14.85338908505927,1
70,71,3501,14.85338908505927,1
71,72,3551,14.85338908505927,1
72,73,3601,14.85338908505927,1
73,74,3651,14.85338908505927,1
74,75,3701,14.85338908505927,1
75,76,3751,14.85338908505927,1
76,77,3801,14.85338908505927,1
77,78,3851,14.85338908505927,1
78,79,3901,14.85338908505927,1
79,80,3951,14.85338908505927,1
80,81,4001,14.85338908505927,1
81,82,4051,14.85338908505927,1
82,83,4101,14.85338908505927,1
83,84,4151,14.85338908505927,1
84,85,4201,14.85338908505927,1
85,86,4251,14.85338908505927,1
86,87,4301,14.85338908505927,1
87,88,4351,14.85338908505927,1
88,89,4401,14.85338908505927,1
89,90,4451,14.85338908505927,1
90,91,4501,14.85338908505927,1
91,92,4551,14.85338908505927,1
92,93,4601,14.85338908505927,1
93,94,4651,14.85338908505927,1
94,95,4701,14.85338908505927,1
95,96,4751,14.85338908505927,1
96,97,4801,14.85338908505927,1
97,98,4851,14.85338908505927,1
98,99,4901,14.85338908505927,1
99,100,4951,40.97739277206802,2
100,101,5001,36.897434911008176,2
101,102,5051,24.129626616888167,2
102,103,5101,24.129626616888167,2
103,104,5151,24.129626616888167,2
104,105,5201,24.129626616888167,2
105,106,5251,16.430312414016427,2
106,107,5301,16.430312414016427,2
107,108,5351,16.430312414016427,2
108,109,5401,16.430312414016427,2
109,110,5451,16.430312414016427,2
110,111,5501,8.107676617401417,2
111,112,5551,8.107676617401417,2
112,113,5601,8.107676617401417,2
113,114,5651,8.107676617401417,2
114,115,5701,8.107676617401417,2
115,116,5751,8.107676617401417,2
116,117,5801,8.107676617401417,2
117,118,5851,8.107676617401417,2
118,119,5901,8.107676617401417,2
119,120,5951,8.107676617401417,2
120,121,6001,8.107676617401417,2
121,122,6051,8.107676617401417,2
122,123,6101,8.107676617401417,2
123,124,6151,8.107676617401417,2
124,125,6201,8.107676617401417,2
125,126,6251,8.107676617401417,2
126,127,6301,8.107676617401417,2
127,128,6351,8.107676617401417,2
128,129,6401,8.107676617401417,2
129,130,6451,8.107676617401417,2
130,131,6501,8.107676617401417,2
131,132,6551,8.107676617401417,2
132,133,6601,8.107676617401417,2
133,134,6651,8.107676617401417,2
134,135,6701,8.107676617401417,2
135,136,6751,8.107676617401417,2
136,137,6801,8.107676617401417,2
137,138,6851,8.107676617401417,2
138,139,6901,8.107676617401417,2
139,140,6951,8.107676617401417,2
140,141,7001,8.107676617401417,2
141,142,7051,8.107676617401417,2
142,143,7101,8.107676617401417,2
143,144,7151,8.107676617401417,2
144,145,7201,8.107676617401417,2
145,146,7251,8.107676617401417,2
146,147,7301,8.107676617401417,2
147,148,7351,8.107676617401417,2
148,149,7401,8.107676617401417,2
149,150,7451,38.14043634199307,3
150,151,7501,38.14043634199307,3
151,152,7551,37.45602942994774,3
152,153,7601,35.392303046699496,3
153,154,7651,32.521215154164125,3
154,155,7701,31.700327835181085,3
155,156,7751,31.700327835181085,3
156,157,7801,31.700327835181085,3
157,158,7851,21.86149284191576,3
158,159,7901,21.86149284191576,3
159,160,7951,21.018025748811496,3
160,161,8001,18.70539051466036,3
161,162,8051,18.70539051466036,3
162,163,8101,18.70539051466036,3
163,164,8151,18.70539051466036,3
164,165,8201,18.70539051466036,3
165,166,8251,16.47762349722249,3
166,167,8301,16.47762349722249,3
167,168,8351,16.47762349722249,3
168,169,8401,12.044799334950582,3
169,170,8451,12.044799334950582,3
170,171,8501,12.044799334950582,3
171,172,8551,12.044799334950582,3
172,173,8601,12.044799334950582,3
173,174,8651,12.044799334950582,3
174,175,8701,12.044799334950582,3
175,176,8751,12.044799334950582,3
176,177,8801,12.044799334950582,3
177,178,8851,11.241548944687054,3
178,179,8901,11.241548944687054,3
179,180,8951,11.241548944687054,3
180,181,9001,11.241548944687054,3
181,182,9051,11.241548944687054,3
182,183,9101,11.241548944687054,3
183,184,9151,11.241548944687054,3
184,185,9201,6.477278044499627,3
185,186,9251,6.477278044499627,3
186,187,9301,6.477278044499627,3
187,188,9351,6.477278044499627,3
188,189,9401,6.477278044499627,3
189,190,9451,6.477278044499627,3
190,191,9501,6.477278044499627,3
191,192,9551,6.477278044499627,3
192,193,9601,6.477278044499627,3
193,194,9651,6.477278044499627,3
194,195,9701,6.477278044499627,3
195,196,9751,6.477278044499627,3
196,197,9801,6.477278044499627,3
197,198,9851,6.477278044499627,3
198,199,9901,6.477278044499627,3
199,200,9951,29.41951310042055,4
200,201,10001,29.41951310042055,4
201,202,10051,29.41951310042055,4
202,203,10101,29.41951310042055,4
203,204,10151,29.41951310042055,4
204,205,10201,25.72417738699977,4
205,206,10251,25.72417738699977,4
206,207,10301,20.504397486350733,4
207,208,10351,20.504397486350733,4
208,209,10401,19.43482831047102,4
209,210,10451,19.43482831047102,4
210,211,10501,19.43482831047102,4
211,212,10551,19.43482831047102,4
212,213,10601,19.43482831047102,4
213,214,10651,15.973156268945884,4
214,215,10701,15.973156268945884,4
215,216,10751,15.973156268945884,4
216,217,10801,15.973156268945884,4
217,218,10851,15.973156268945884,4
218,219,10901,15.973156268945884,4
219,220,10951,15.973156268945884,4
220,221,11001,15.973156268945884,4
221,222,11051,15.973156268945884,4
222,223,11101,15.973156268945884,4
223,224,11151,15.973156268945884,4
224,225,11201,15.973156268945884,4
225,226,11251,15.973156268945884,4
226,227,11301,15.973156268945884,4
227,228,11351,15.973156268945884,4
228,229,11401,15.973156268945884,4
229,230,11451,15.973156268945884,4
230,231,11501,15.973156268945884,4
231,232,11551,15.973156268945884,4
232,233,11601,15.973156268945884,4
233,234,11651,15.745713803984271,4
234,235,11701,15.745713803984271,4
235,236,11751,15.745713803984271,4
236,237,11801,15.745713803984271,4
237,238,11851,15.745713803984271,4
238,239,11901,15.745713803984271,4
239,240,11951,15.745713803984271,4
