,gen,nevals,bestError,env
0,1,1,69.20719595178387,0
1,2,51,69.19909038488265,0
2,3,101,69.19042763443231,0
3,4,151,69.18271895014414,0
4,5,201,69.17421684284695,0
5,6,251,69.15440792186853,0
6,7,301,69.11691726193634,0
7,8,351,69.05286667540985,0
8,9,401,68.93841073956753,0
9,10,451,68.73897228759648,0
10,11,501,68.35290902247822,0
11,12,551,67.75491752265974,0
12,13,601,64.0404130648068,0
13,14,651,47.880655131079706,0
14,15,701,47.880655131079706,0
15,16,751,47.880655131079706,0
16,17,801,47.87500349715171,0
17,18,851,37.38847229091232,0
18,19,901,37.38847229091232,0
19,20,951,37.38847229091232,0
20,21,1001,37.38847229091232,0
21,22,1051,37.38847229091232,0
22,23,1101,37.38847229091232,0
23,24,1151,37.38847229091232,0
24,25,1201,37.38847229091232,0
25,26,1251,37.38847229091232,0
26,27,1301,36.688685773035154,0
27,28,1351,27.74826789821832,0
28,29,1401,27.74826789821832,0
29,30,1451,27.74826789821832,0
30,31,1501,27.74826789821832,0
31,32,1551,27.74826789821832,0
32,33,1601,27.74826789821832,0
33,34,1651,26.24434607208891,0
34,35,1701,26.24434607208891,0
35,36,1751,23.74673820212341,0
36,37,1801,23.74673820212341,0
37,38,1851,23.74673820212341,0
38,39,1901,20.79188082207993,0
39,40,1951,20.79188082207993,0
40,41,2001,20.79188082207993,0
41,42,2051,20.79188082207993,0
42,43,2101,20.79188082207993,0
43,44,2151,20.79188082207993,0
44,45,2201,20.43760010936331,0
45,46,2251,18.342975426461017,0
46,47,2301,18.342975426461017,0
47,48,2351,18.342975426461017,0
48,49,2401,18.342975426461017,0
49,50,2451,45.0010321941175,1
50,51,2501,38.00905682321148,1
51,52,2551,38.00905682321148,1
52,53,2601,34.28142156123957,1
53,54,2651,34.28142156123957,1
54,55,2701,31.5356957411935,1
55,56,2751,31.5356957411935,1
56,57,2801,31.5356957411935,1
57,58,2851,31.5356957411935,1
58,59,2901,31.5356957411935,1
59,60,2951,31.5356957411935,1
60,61,3001,20.35588254444663,1
61,62,3051,20.35588254444663,1
62,63,3101,20.35588254444663,1
63,64,3151,20.35588254444663,1
64,65,3201,20.35588254444663,1
65,66,3251,20.35588254444663,1
66,67,3301,20.35588254444663,1
67,68,3351,20.35588254444663,1
68,69,3401,20.35588254444663,1
69,70,3451,20.35588254444663,1
70,71,3501,20.34155075601697,1
71,72,3551,20.34155075601697,1
72,73,3601,20.34155075601697,1
73,74,3651,20.34155075601697,1
74,75,3701,20.34155075601697,1
75,76,3751,20.34155075601697,1
76,77,3801,20.34155075601697,1
77,78,3851,6.694952264174837,1
78,79,3901,6.694952264174837,1
79,80,3951,6.694952264174837,1
80,81,4001,6.694952264174837,1
81,82,4051,6.694952264174837,1
82,83,4101,6.694952264174837,1
83,84,4151,6.694952264174837,1
84,85,4201,6.694952264174837,1
85,86,4251,6.694952264174837,1
86,87,4301,6.694952264174837,1
87,88,4351,6.694952264174837,1
88,89,4401,6.694952264174837,1
89,90,4451,6.694952264174837,1
90,91,4501,6.694952264174837,1
91,92,4551,6.694952264174837,1
92,93,4601,6.694952264174837,1
93,94,4651,6.694952264174837,1
94,95,4701,6.694952264174837,1
95,96,4751,6.694952264174837,1
96,97,4801,6.694952264174837,1
97,98,4851,6.694952264174837,1
98,99,4901,6.694952264174837,1
99,100,4951,34.88464382224164,2
100,101,5001,34.88464382224164,2
101,102,5051,34.88464382224164,2
102,103,5101,33.31773307638693,2
103,104,5151,33.31773307638693,2
104,105,5201,15.743483994569608,2
105,106,5251,15.743483994569608,2
106,107,5301,15.743483994569608,2
107,108,5351,15.743483994569608,2
108,109,5401,15.743483994569608,2
109,110,5451,15.743483994569608,2
110,111,5501,15.743483994569608,2
111,112,5551,15.743483994569608,2
112,113,5601,15.743483994569608,2
113,114,5651,15.743483994569608,2
114,115,5701,15.743483994569608,2
115,116,5751,15.743483994569608,2
116,117,5801,15.743483994569608,2
117,118,5851,15.743483994569608,2
118,119,5901,15.743483994569608,2
119,120,5951,15.743483994569608,2
120,121,6001,15.743483994569608,2
121,122,6051,15.743483994569608,2
122,123,6101,15.743483994569608,2
123,124,6151,15.743483994569608,2
124,125,6201,15.743483994569608,2
125,126,6251,15.743483994569608,2
126,127,6301,15.743483994569608,2
127,128,6351,15.743483994569608,2
128,129,6401,15.743483994569608,2
129,130,6451,15.743483994569608,2
130,131,6501,15.743483994569608,2
131,132,6551,7.844784212468859,2
132,133,6601,7.844784212468859,2
133,134,6651,7.844784212468859,2
134,135,6701,7.844784212468859,2
135,136,6751,7.844784212468859,2
136,137,6801,7.844784212468859,2
137,138,6851,7.844784212468859,2
138,139,6901,7.844784212468859,2
139,140,6951,7.844784212468859,2
140,141,7001,7.844784212468859,2
141,142,7051,7.844784212468859,2
142,143,7101,7.844784212468859,2
143,144,7151,7.844784212468859,2
144,145,7201,7.844784212468859,2
145,146,7251,7.844784212468859,2
146,147,7301,7.844784212468859,2
147,148,7351,7.844784212468859,2
148,149,7401,7.844784212468859,2
149,150,7451,41.88801782440212,3
150,151,7501,22.422432482287263,3
151,152,7551,22.422432482287263,3
152,153,7601,22.422432482287263,3
153,154,7651,22.422432482287263,3
154,155,7701,22.422432482287263,3
155,156,7751,22.422432482287263,3
156,157,7801,22.422432482287263,3
157,158,7851,22.422432482287263,3
158,159,7901,20.159683464438917,3
159,160,7951,20.159683464438917,3
160,161,8001,20.159683464438917,3
161,162,8051,14.118530357256468,3
162,163,8101,14.118530357256468,3
163,164,8151,14.118530357256468,3
164,165,8201,14.118530357256468,3
165,166,8251,14.118530357256468,3
166,167,8301,14.118530357256468,3
167,168,8351,14.118530357256468,3
168,169,8401,14.118530357256468,3
169,170,8451,14.118530357256468,3
170,171,8501,14.118530357256468,3
171,172,8551,14.118530357256468,3
172,173,8601,14.118530357256468,3
173,174,8651,14.118530357256468,3
174,175,8701,14.118530357256468,3
175,176,8751,14.118530357256468,3
176,177,8801,14.118530357256468,3
177,178,8851,14.118530357256468,3
178,179,8901,14.118530357256468,3
179,180,8951,14.118530357256468,3
180,181,9001,14.118530357256468,3
181,182,9051,14.118530357256468,3
182,183,9101,14.118530357256468,3
183,184,9151,14.118530357256468,3
184,185,9201,14.118530357256468,3
185,186,9251,14.118530357256468,3
186,187,9301,14.118530357256468,3
187,188,9351,14.118530357256468,3
188,189,9401,14.118530357256468,3
189,190,9451,14.118530357256468,3
190,191,9501,14.118530357256468,3
191,192,9551,14.118530357256468,3
192,193,9601,14.118530357256468,3
193,194,9651,14.118530357256468,3
194,195,9701,14.118530357256468,3
195,196,9751,14.118530357256468,3
196,197,9801,14.118530357256468,3
197,198,9851,14.118530357256468,3
198,199,9901,14.118530357256468,3
199,200,9951,48.93937816014501,4
200,201,10001,48.93937816014501,4
201,202,10051,40.9652349197635,4
202,203,10101,40.9652349197635,4
203,204,10151,27.898446565259484,4
204,205,10201,27.898446565259484,4
205,206,10251,27.898446565259484,4
206,207,10301,27.898446565259484,4
207,208,10351,18.146990757609743,4
208,209,10401,18.146990757609743,4
209,210,10451,18.146990757609743,4
210,211,10501,18.146990757609743,4
211,212,10551,18.146990757609743,4
212,213,10601,18.146990757609743,4
213,214,10651,17.90395309702768,4
214,215,10701,17.90395309702768,4
215,216,10751,17.90395309702768,4
216,217,10801,17.90395309702768,4
217,218,10851,17.90395309702768,4
218,219,10901,17.90395309702768,4
219,220,10951,17.90395309702768,4
220,221,11001,17.90395309702768,4
221,222,11051,17.90395309702768,4
222,223,11101,17.90395309702768,4
223,224,11151,17.90395309702768,4
224,225,11201,17.90395309702768,4
225,226,11251,17.90395309702768,4
226,227,11301,17.90395309702768,4
227,228,11351,17.90395309702768,4
228,229,11401,17.90395309702768,4
229,230,11451,17.90395309702768,4
230,231,11501,17.90395309702768,4
231,232,11551,17.90395309702768,4
232,233,11601,17.90395309702768,4
233,234,11651,17.90395309702768,4
234,235,11701,17.90395309702768,4
235,236,11751,17.90395309702768,4
236,237,11801,17.90395309702768,4
237,238,11851,17.90395309702768,4
238,239,11901,17.90395309702768,4
