,gen,nevals,bestError,env
0,1,1,59.67256539934263,0
1,2,51,59.66408143895279,0
2,3,101,59.65968330614457,0
3,4,151,59.64890947615636,0
4,5,201,59.63527375057183,0
5,6,251,59.61820058018342,0
6,7,301,59.59456184942905,0
7,8,351,59.55543632217849,0
8,9,401,59.50089642317345,0
9,10,451,59.37204647969732,0
10,11,501,59.10157218258621,0
11,12,551,58.50061994349896,0
12,13,601,56.84732068881336,0
13,14,651,52.232532125612096,0
14,15,701,48.43609222405145,0
15,16,751,48.43609222405145,0
16,17,801,39.99385567750851,0
17,18,851,27.80274794414287,0
18,19,901,27.80274794414287,0
19,20,951,27.80274794414287,0
20,21,1001,27.80274794414287,0
21,22,1051,27.80274794414287,0
22,23,1101,27.80274794414287,0
23,24,1151,27.80274794414287,0
24,25,1201,27.80274794414287,0
25,26,1251,27.80274794414287,0
26,27,1301,27.80274794414287,0
27,28,1351,27.80274794414287,0
28,29,1401,27.80274794414287,0
29,30,1451,27.80274794414287,0
30,31,1501,27.80274794414287,0
31,32,1551,27.80274794414287,0
32,33,1601,27.80274794414287,0
33,34,1651,22.109121646104946,0
34,35,1701,22.109121646104946,0
35,36,1751,22.109121646104946,0
36,37,1801,22.109121646104946,0
37,38,1851,20.565235604621243,0
38,39,1901,20.565235604621243,0
39,40,1951,20.565235604621243,0
40,41,2001,20.565235604621243,0
41,42,2051,20.565235604621243,0
42,43,2101,20.565235604621243,0
43,44,2151,20.565235604621243,0
44,45,2201,20.565235604621243,0
45,46,2251,20.565235604621243,0
46,47,2301,14.643000881817734,0
47,48,2351,14.643000881817734,0
48,49,2401,14.643000881817734,0
49,50,2451,36.326895002680445,1
50,51,2501,28.98751377560996,1
51,52,2551,28.98751377560996,1
52,53,2601,18.74719868009089,1
53,54,2651,12.603446054926929,1
54,55,2701,12.603446054926929,1
55,56,2751,12.603446054926929,1
56,57,2801,12.603446054926929,1
57,58,2851,12.603446054926929,1
58,59,2901,12.603446054926929,1
59,60,2951,12.603446054926929,1
60,61,3001,12.603446054926929,1
61,62,3051,12.603446054926929,1
62,63,3101,12.603446054926929,1
63,64,3151,12.603446054926929,1
64,65,3201,12.603446054926929,1
65,66,3251,12.603446054926929,1
66,67,3301,12.603446054926929,1
67,68,3351,12.603446054926929,1
68,69,3401,12.603446054926929,1
69,70,3451,12.603446054926929,1
70,71,3501,12.603446054926929,1
71,72,3551,12.603446054926929,1
72,73,3601,12.603446054926929,1
73,74,3651,12.603446054926929,1
74,75,3701,12.603446054926929,1
75,76,3751,12.603446054926929,1
76,77,3801,12.603446054926929,1
77,78,3851,12.603446054926929,1
78,79,3901,12.603446054926929,1
79,80,3951,12.603446054926929,1
80,81,4001,12.603446054926929,1
81,82,4051,12.603446054926929,1
82,83,4101,12.603446054926929,1
83,84,4151,12.603446054926929,1
84,85,4201,12.603446054926929,1
85,86,4251,12.603446054926929,1
86,87,4301,12.603446054926929,1
87,88,4351,12.603446054926929,1
88,89,4401,12.603446054926929,1
89,90,4451,12.603446054926929,1
90,91,4501,11.042497419516422,1
91,92,4551,11.042497419516422,1
92,93,4601,11.042497419516422,1
93,94,4651,11.042497419516422,1
94,95,4701,11.042497419516422,1
95,96,4751,11.042497419516422,1
96,97,4801,11.042497419516422,1
97,98,4851,11.042497419516422,1
98,99,4901,11.042497419516422,1
99,100,4951,33.10944408450985,2
100,101,5001,24.52082870448812,2
101,102,5051,24.52082870448812,2
102,103,5101,24.52082870448812,2
103,104,5151,22.17689006535877,2
104,105,5201,22.17689006535877,2
105,106,5251,22.17689006535877,2
106,107,5301,22.17689006535877,2
107,108,5351,22.17689006535877,2
108,109,5401,22.17689006535877,2
109,110,5451,22.17689006535877,2
110,111,5501,22.17689006535877,2
111,112,5551,10.988813972148826,2
112,113,5601,10.988813972148826,2
113,114,5651,10.988813972148826,2
114,115,5701,10.988813972148826,2
115,116,5751,9.09110387107819,2
116,117,5801,8.82919999459503,2
117,118,5851,8.82919999459503,2
118,119,5901,8.82919999459503,2
119,120,5951,8.82919999459503,2
120,121,6001,8.82919999459503,2
121,122,6051,8.82919999459503,2
122,123,6101,8.82919999459503,2
123,124,6151,8.82919999459503,2
124,125,6201,8.82919999459503,2
125,126,6251,8.82919999459503,2
126,127,6301,8.82919999459503,2
127,128,6351,8.82919999459503,2
128,129,6401,7.638344790462931,2
129,130,6451,7.638344790462931,2
130,131,6501,7.638344790462931,2
131,132,6551,7.638344790462931,2
