,gen,nevals,bestError,env
0,1,1,61.36995171535665,0
1,2,51,61.36533326092397,0
2,3,101,61.36130286311563,0
3,4,151,61.35304434854933,0
4,5,201,61.34323061191869,0
5,6,251,61.32849688901533,0
6,7,301,61.30978617139324,0
7,8,351,61.28537327367193,0
8,9,401,61.25399723180329,0
9,10,451,61.21350438597005,0
10,11,501,61.161534626754175,0
11,12,551,61.09645553883701,0
12,13,601,61.01978891746527,0
13,14,651,60.93018380039876,0
14,15,701,60.82923246614908,0
15,16,751,60.642563497866426,0
16,17,801,60.266338835761246,0
17,18,851,59.68128814026658,0
18,19,901,58.36705096492297,0
19,20,951,56.11820814425524,0
20,21,1001,52.02810377239321,0
21,22,1051,47.14775883738476,0
22,23,1101,43.71336001545175,0
23,24,1151,14.289888807542669,0
24,25,1201,14.289888807542669,0
25,26,1251,14.289888807542669,0
26,27,1301,14.289888807542669,0
27,28,1351,14.289888807542669,0
28,29,1401,14.289888807542669,0
29,30,1451,14.289888807542669,0
30,31,1501,14.289888807542669,0
31,32,1551,14.289888807542669,0
32,33,1601,14.289888807542669,0
33,34,1651,14.289888807542669,0
34,35,1701,12.71341963554584,0
35,36,1751,12.71341963554584,0
36,37,1801,12.71341963554584,0
37,38,1851,12.71341963554584,0
38,39,1901,12.71341963554584,0
39,40,1951,12.71341963554584,0
40,41,2001,12.71341963554584,0
41,42,2051,12.71341963554584,0
42,43,2101,11.393057709655572,0
43,44,2151,11.393057709655572,0
44,45,2201,11.393057709655572,0
45,46,2251,11.393057709655572,0
46,47,2301,11.393057709655572,0
47,48,2351,11.393057709655572,0
48,49,2401,11.393057709655572,0
49,50,2451,11.393057709655572,0
50,51,2501,11.393057709655572,0
51,52,2551,11.393057709655572,0
52,53,2601,11.393057709655572,0
53,54,2651,11.393057709655572,0
54,55,2701,11.393057709655572,0
55,56,2751,11.393057709655572,0
56,57,2801,11.393057709655572,0
57,58,2851,11.393057709655572,0
58,59,2901,11.393057709655572,0
59,60,2951,11.393057709655572,0
60,61,3001,11.393057709655572,0
61,62,3051,11.393057709655572,0
62,63,3101,11.393057709655572,0
63,64,3151,11.393057709655572,0
64,65,3201,11.393057709655572,0
65,66,3251,11.393057709655572,0
66,67,3301,10.631962741606792,0
67,68,3351,10.631962741606792,0
68,69,3401,10.631962741606792,0
69,70,3451,10.631962741606792,0
70,71,3501,10.631962741606792,0
71,72,3551,10.631962741606792,0
72,73,3601,10.631962741606792,0
73,74,3651,10.631962741606792,0
74,75,3701,10.631962741606792,0
75,76,3751,10.631962741606792,0
76,77,3801,10.631962741606792,0
77,78,3851,10.631962741606792,0
78,79,3901,10.631962741606792,0
79,80,3951,10.631962741606792,0
80,81,4001,10.631962741606792,0
81,82,4051,10.631962741606792,0
82,83,4101,10.631962741606792,0
83,84,4151,10.631962741606792,0
84,85,4201,10.631962741606792,0
85,86,4251,10.631962741606792,0
86,87,4301,10.631962741606792,0
87,88,4351,10.631962741606792,0
88,89,4401,10.631962741606792,0
89,90,4451,10.631962741606792,0
90,91,4501,10.631962741606792,0
91,92,4551,10.631962741606792,0
92,93,4601,10.631962741606792,0
93,94,4651,10.631962741606792,0
94,95,4701,10.631962741606792,0
95,96,4751,10.631962741606792,0
96,97,4801,10.631962741606792,0
97,98,4851,10.631962741606792,0
98,99,4901,10.427782745931552,0
99,100,4951,10.427782745931552,0
100,101,5001,10.427782745931552,0
101,102,5051,10.427782745931552,0
102,103,5101,10.427782745931552,0
103,104,5151,10.427782745931552,0
104,105,5201,10.427782745931552,0
105,106,5251,10.427782745931552,0
106,107,5301,10.427782745931552,0
107,108,5351,10.427782745931552,0
108,109,5401,10.427782745931552,0
109,110,5451,10.427782745931552,0
110,111,5501,10.427782745931552,0
111,112,5551,10.427782745931552,0
112,113,5601,10.427782745931552,0
113,114,5651,10.427782745931552,0
