,gen,nevals,bestError,env
0,1,1,65.1955991719126,0
1,2,51,65.18856776639478,0
2,3,101,65.18416980112583,0
3,4,151,65.17637480310931,0
4,5,201,65.16441529331983,0
5,6,251,65.14920495162906,0
6,7,301,65.1308208770355,0
7,8,351,65.10589598009476,0
8,9,401,65.07682461969151,0
9,10,451,65.0419548954752,0
10,11,501,64.99748888815081,0
11,12,551,64.92779254349949,0
12,13,601,64.82515592902031,0
13,14,651,64.52371811237767,0
14,15,701,63.91212101177646,0
15,16,751,61.77149343967998,0
16,17,801,34.059943128820855,0
17,18,851,34.059943128820855,0
18,19,901,34.059943128820855,0
19,20,951,32.642842102839744,0
20,21,1001,41.7310296646521,1
21,22,1051,34.075412656606794,1
22,23,1101,34.075412656606794,1
23,24,1151,34.075412656606794,1
24,25,1201,31.949474055284583,1
25,26,1251,23.508467312754888,1
26,27,1301,23.508467312754888,1
27,28,1351,23.508467312754888,1
28,29,1401,23.23618233108021,1
29,30,1451,22.278977887361265,1
30,31,1501,22.278977887361265,1
31,32,1551,22.278977887361265,1
32,33,1601,19.8373366557208,1
33,34,1651,19.8373366557208,1
34,35,1701,19.8373366557208,1
35,36,1751,19.8373366557208,1
36,37,1801,37.7809502212707,2
37,38,1851,24.060648233908907,2
38,39,1901,24.060648233908907,2
39,40,1951,24.060648233908907,2
40,41,2001,24.060648233908907,2
41,42,2051,24.060648233908907,2
42,43,2101,19.659497411882136,2
43,44,2151,19.659497411882136,2
44,45,2201,19.659497411882136,2
45,46,2251,19.659497411882136,2
46,47,2301,15.79885047734534,2
47,48,2351,14.847200629869684,2
48,49,2401,14.847200629869684,2
49,50,2451,14.847200629869684,2
50,51,2501,14.847200629869684,2
51,52,2551,12.02479636102762,2
52,53,2601,12.02479636102762,2
53,54,2651,12.02479636102762,2
54,55,2701,12.02479636102762,2
55,56,2751,12.02479636102762,2
56,57,2801,12.02479636102762,2
57,58,2851,12.02479636102762,2
58,59,2901,12.02479636102762,2
59,60,2951,12.02479636102762,2
60,61,3001,12.02479636102762,2
61,62,3051,12.02479636102762,2
62,63,3101,12.02479636102762,2
63,64,3151,12.02479636102762,2
64,65,3201,12.02479636102762,2
65,66,3251,12.02479636102762,2
66,67,3301,12.02479636102762,2
67,68,3351,12.02479636102762,2
68,69,3401,12.02479636102762,2
69,70,3451,12.02479636102762,2
70,71,3501,6.995422646953692,2
71,72,3551,6.995422646953692,2
72,73,3601,6.995422646953692,2
73,74,3651,6.995422646953692,2
74,75,3701,6.995422646953692,2
75,76,3751,6.995422646953692,2
76,77,3801,6.995422646953692,2
77,78,3851,6.995422646953692,2
78,79,3901,6.995422646953692,2
79,80,3951,6.995422646953692,2
80,81,4001,6.995422646953692,2
81,82,4051,6.995422646953692,2
82,83,4101,6.995422646953692,2
83,84,4151,6.995422646953692,2
84,85,4201,6.995422646953692,2
85,86,4251,6.995422646953692,2
86,87,4301,6.995422646953692,2
87,88,4351,6.995422646953692,2
88,89,4401,6.995422646953692,2
89,90,4451,6.995422646953692,2
90,91,4501,6.995422646953692,2
91,92,4551,6.995422646953692,2
92,93,4601,6.995422646953692,2
93,94,4651,6.995422646953692,2
94,95,4701,6.995422646953692,2
95,96,4751,6.995422646953692,2
96,97,4801,6.995422646953692,2
97,98,4851,6.995422646953692,2
98,99,4901,6.995422646953692,2
99,100,4951,6.995422646953692,2
100,101,5001,6.995422646953692,2
101,102,5051,6.995422646953692,2
102,103,5101,6.995422646953692,2
103,104,5151,6.995422646953692,2
104,105,5201,6.995422646953692,2
105,106,5251,6.995422646953692,2
106,107,5301,6.995422646953692,2
107,108,5351,6.995422646953692,2
108,109,5401,6.995422646953692,2
109,110,5451,6.995422646953692,2
110,111,5501,6.995422646953692,2
111,112,5551,6.995422646953692,2
112,113,5601,6.995422646953692,2
113,114,5651,6.995422646953692,2
114,115,5701,6.995422646953692,2
115,116,5751,6.995422646953692,2
116,117,5801,6.995422646953692,2
117,118,5851,6.995422646953692,2
118,119,5901,6.995422646953692,2
119,120,5951,6.995422646953692,2
120,121,6001,6.995422646953692,2
121,122,6051,6.995422646953692,2
122,123,6101,6.995422646953692,2
123,124,6151,29.46713033176129,3
124,125,6201,12.879260115687444,3
125,126,6251,12.879260115687444,3
126,127,6301,12.879260115687444,3
127,128,6351,12.879260115687444,3
128,129,6401,12.879260115687444,3
129,130,6451,12.879260115687444,3
130,131,6501,12.879260115687444,3
131,132,6551,12.879260115687444,3
132,133,6601,9.812401842401492,3
133,134,6651,9.812401842401492,3
134,135,6701,9.812401842401492,3
135,136,6751,9.812401842401492,3
136,137,6801,9.812401842401492,3
